Year,County,Activity,Reported human cases,Neuroinvasive disease cases,Identified by Blood Donor Screening,State,FIPS,Latitude,Longitude,WNV_Corvid_Count,WNV_NonCorvid_Count,Total_Bird_WNV_Count,Mos_WNV_Count,Horse_WNV_Count,Date,avg_u10,avg_v10,avg_t2m,avg_lai_hv,avg_lai_lv,avg_src,avg_sf,avg_ssr,avg_sro,avg_e,avg_tp,avg_swvl1,max_u10,min_u10,max_v10,min_v10,max_t2m,min_t2m,max_lai_hv,min_lai_hv,max_lai_lv,min_lai_lv,max_src,min_src,max_sf,min_sf,max_ssr,min_ssr,max_sro,min_sro,max_e,min_e,max_tp,min_tp,max_swvl1,min_swvl1,Evergreen/Deciduous Needleleaf Trees,Evergreen Broadleaf Trees,Deciduous Broadleaf Trees,Mixed Trees,Shrub,Herbaceous,Culture/Managed,Wetland,Urban/Built,Snow/Ice,Barren,Water,Population,PD
2003,rice,Human infections and non-human activity,0.0,0.0,1.0,kansas,20159.0,38.34,-98.2,3.0,0.0,3.0,0.0,0.0,2003-01-01,-0.0917964172689881,0.6963536797321004,286.3039689782547,2.171087722255759,1.37852740418421,3.312247943241556e-05,9.4876399467865e-05,5010784.000342463,9.73894838116144e-05,-0.0007968952254972,0.0013389586866514,0.2705370866374609,0.7896146,-1.396406,2.6648376,-0.9485953,305.6792,269.83017,2.3000941,2.0567954,1.6345484,1.1415963,0.00011819159,1.147273e-07,0.001055696,-9.313226e-10,22246948.0,1.0,0.00063921884,-9.313226e-10,-1.421757e-05,-0.003920633,0.0049696714,2.5745481e-05,0.34052554,0.1722452,0,0,0,0,0,16,36,0,48,0,0,0,10465,-0.353878823
2016,smith,Human infections and non-human activity,6.0,5.0,1.0,texas,48423.0,32.32,-95.3,0.0,1.0,1.0,5.0,5.0,2016-01-01,-0.1575060386638173,0.905112513101818,292.9854989599009,2.1920854589326795,1.849049802686349,6.079343852111208e-05,2.9362787752122177e-06,5124552.897882516,0.0001829129454801,-0.0011313547502886,0.0019060169942066,0.3919145401384011,1.0604877,-1.0938927,2.890043,0.010878682,307.27393,277.5776,2.2172434,2.1641603,2.4887705,1.0974329,0.00018650357,1.0159478e-05,3.5566278e-05,-9.313226e-10,19969720.0,1.0,0.0009272997,-9.313226e-10,-3.7310878e-05,-0.0051876055,0.008128139,5.941838e-06,0.4636517,0.29125923,0,0,0,28,0,17,28,0,28,0,0,0,"225,161",1.109844038
2022,fulton,Human infections and non-human activity,5.0,3.0,1.0,georgia,13121.0,33.75,-84.39,,,,,,2022-01-01,0.2139296682730112,0.0373111026336068,289.51337529012585,4.9694829718707325,2.3090774340172326,7.806324371302574e-05,1.2424171021948109e-05,5558645.783904107,0.0001316321975462,-0.001155018304835,0.0019887516638646,0.4008725275323813,1.2593338,-0.93105996,1.264852,-0.9263222,303.38342,274.93802,4.9897423,4.9491005,3.1816404,1.3952568,0.00028333094,7.329625e-06,0.00025220215,-9.313226e-10,19872874.0,1.0,0.0005718386,1.7788261e-06,-3.1758333e-05,-0.0046787974,0.006084716,0.00017775223,0.46913454,0.2767818,3,0,0,0,0,0,0,0,97,0,0,0,,
2006,salt lake,Human infections and non-human activity,57.0,23.0,9.0,utah,49035.0,40.75,-111.9,46.0,2.0,48.0,0.0,11.0,2006-01-01,-0.3536522550942145,0.5049114660449222,282.7403738570539,4.722870392995334,1.2302509206615078,9.564269148291736e-05,0.0004373468401242,4981678.8996575335,2.483732883550532e-05,-0.0005784579767998,0.0010010698083022,0.3182363979314287,1.934073,-1.9605323,1.616024,-1.4683001,305.41156,266.06396,4.8363905,4.645899,1.8720984,0.78940773,0.000256205,4.3467735e-06,0.0020952253,-9.313226e-10,24859024.0,1.0,0.00018637441,2.5331974e-07,1.6951934e-05,-0.0040122485,0.0031426223,5.842559e-05,0.43265775,0.18008432,0,0,0,0,4,0,0,0,96,0,0,0,966798,1.739013
2011,fairfax,Human infections and non-human activity,1.0,1.0,1.0,virginia,51059.0,38.84,-77.34,0.0,0.0,0.0,0.0,0.0,2011-01-01,0.5600492165513233,0.2033842270913188,287.17478852990547,2.930997628055206,2.920108973490048,9.170067910230968e-05,8.315622985158876e-05,5255509.816095888,0.0001253150907434,-0.0010636383446718,0.0020333731744744,0.4372255833181614,1.7377992,-0.43664575,1.2101593,-0.8691547,305.584,270.1807,4.2857428,1.6777471,2.9733877,2.8719358,0.0002553127,3.1294243e-05,0.0009011403,-9.313226e-10,20079356.0,1.0,0.0004968308,5.075708e-07,-3.9077597e-05,-0.0044782776,0.0065189498,5.69392e-05,0.46862477,0.3647339,0,0,86,11,0,3,0,0,0,0,0,0,"1,103,439",1.106697407
2022,cameron,Non-human activity,,,,louisiana,22023.0,29.84687197,-93.19889648,,,,,,2022-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,23,0,0,22,0,0,14,0,0,0,38,,
2003,richmond,Human infections and non-human activity,3.0,2.0,1.0,new york,36085.0,40.63,-74.09,7.0,26.0,33.0,0.0,0.0,2003-01-01,0.7535049058803139,-0.1111246224135569,284.1478665286546,2.002562187142569,1.7717109719367865,0.0001018693352581,0.000244072419655,4873420.94178082,7.464661556359836e-05,-0.0012165008539378,0.0024168038830059,0.2710450322252429,2.9401364,-1.1535722,1.0809755,-1.6388128,301.18057,267.79642,2.6500201,1.5209854,2.0942223,1.5349005,0.00021227832,2.2383989e-05,0.0025433712,-9.313226e-10,19553560.0,1.0,0.00026265346,2.5331974e-07,-4.6396628e-05,-0.0050924565,0.0067239357,4.901737e-05,0.29943818,0.21677634,35,0,0,0,0,0,0,0,36,0,0,30,455939,1.100156403
2011,steuben,Non-human activity,,,,indiana,18151.0,41.64,-85.0,0.0,0.0,0.0,0.0,0.0,2011-01-01,0.707526882748081,0.1889326721021573,283.0646231664369,1.915670552645644,2.1178835088259547,9.295009800204238e-05,0.0002110809496004,4458774.509589039,0.0001367415333396,-0.000935773875274,0.0020487085137873,0.3498417206006506,1.943848,-0.52770853,1.6699743,-0.76744103,302.57822,264.7839,2.2750268,1.6943357,2.6860137,1.7713932,0.00023145003,1.1102762e-05,0.0019358201,-9.313226e-10,20003066.0,1.0,0.0008352562,2.5331974e-07,-8.412637e-06,-0.004703531,0.0064080395,0.00014705397,0.39226142,0.25799966,0,2,0,0,0,9,43,0,46,0,0,0,"34,068",0.337524403
2003,suwannee,Human infections and non-human activity,1.0,1.0,0.0,florida,12121.0,30.27,-83.04,0.0,0.0,0.0,0.0,1.0,2003-01-01,0.0425593987719653,0.1308011660428895,292.6437275716702,4.282350305008562,2.469782569310436,0.0001123011809708,-9.313225746154783e-10,5447128.20136986,1.3604543286643613e-05,-0.0012137611172551,0.0017651980946937,0.2025032756977701,1.8638465,-1.0432163,1.2160988,-1.1643965,303.07095,277.4354,4.499182,3.9926786,2.810418,2.0179625,0.0002918588,3.0975498e-06,-9.313226e-10,-9.313226e-10,19267136.0,1.0,7.780362e-05,2.5331974e-07,-4.160148e-05,-0.004215923,0.0069561545,3.8620085e-05,0.27989703,0.1259922,15,0,12,35,0,7,32,0,0,0,0,0,36812,0.168223815
2023,st. clair,Human infections,2.0,2.0,0.0,michigan,26147.0,42.97,-82.42,,,,,,2023-01-01,0.6967009338076241,-0.0848289682211989,283.9076670572428,1.8596850173202093,1.2951686132453872,7.836683619529363e-05,0.0001892932038196,5191707.824850297,9.453867584422316e-05,-0.0012350959659234,0.0017547834808185,0.4307503740409175,2.1020503,-1.0102898,1.4917898,-1.939994,297.57785,270.68912,2.2113454,1.6064163,1.5854709,1.0872939,0.00017378193,1.7081184e-05,0.0014702147,-9.313226e-10,21962808.0,1.0,0.00064582936,4.829839e-06,-0.00012779096,-0.0042727096,0.004382441,0.00033817627,0.46888533,0.3502678,0,0,0,0,4,0,0,0,74,0,0,22,,
2004,indian river,Non-human activity,,,,florida,12061.0,27.64,-80.39,,,,,,2004-01-01,-0.9485396429733504,0.1697571685568231,295.98016520015545,1.8836820425231613,2.665538366375074,7.131867642868108e-05,-9.313225746154783e-10,6156363.878073773,3.891947737747367e-05,-0.0013528696625223,0.0017081668945232,0.1841565520589143,0.805049,-3.457409,1.6999192,-0.9728482,304.57275,287.27032,2.0075827,1.7011554,2.736584,2.5647194,0.00026854425,4.678208e-06,-9.313226e-10,-9.313226e-10,20670018.0,1.0,0.0005105613,2.5331974e-07,-9.2078466e-05,-0.0043904474,0.012656646,8.070655e-05,0.30239484,0.10595262,1,0,0,0,0,10,13,0,75,0,0,0,125001,0.468790179
2002,ontario,Non-human activity,,,,new york,36069.0,42.88,-77.28,16.0,1.0,17.0,0.0,1.0,2002-01-01,1.119219933715585,0.4692952485525443,282.5057089191592,2.3191853248909715,0.4188277339282099,7.781678360603008e-05,0.0004041019284919,4547781.443493148,6.912463689095352e-05,-0.0009056442234607,0.0017850204868471,0.3566926712450914,2.259481,0.10072738,1.1282439,-0.6860206,299.59814,268.71475,3.5060813,1.391226,0.42527628,0.4138311,0.00020396718,9.866286e-06,0.002664946,-9.313226e-10,18876558.0,1.0,0.00031808298,7.6182187e-07,-7.5168675e-05,-0.004318013,0.004508701,0.00011388026,0.39376807,0.26803643,8,0,0,10,0,10,33,1,34,0,4,0,,
2012,cook,Human infections and non-human activity,174.0,121.0,14.0,illinois,17031.0,41.89,-87.62,12.0,1.0,13.0,0.0,1.0,2012-01-01,0.7617466665112259,0.4409960923217686,285.60060244700963,2.6363806724548358,0.678687930107117,2.1421551343232984e-05,0.0001276739951874,5643814.669740438,6.729006624775508e-06,-0.0016724915822422,0.0014031627845232,0.1358262846969027,3.2573128,-1.3418714,2.4515111,-2.179058,302.60062,271.50552,2.6363807,2.6363807,0.67868793,0.67868793,3.9911334e-05,4.4742483e-06,0.0011459067,-9.313226e-10,25270614.0,1.0,2.0340085e-05,2.5331974e-07,-0.00011454057,-0.0053862324,0.003576856,0.0001480449,0.17789797,0.06957778,6,0,0,0,0,0,0,0,94,0,0,0,"5,239,351",1.52671091
2012,trinity,Human infections,1.0,1.0,0.0,texas,48455.0,31.05,-95.12,,,,,,2012-01-01,-0.2145748917278045,0.8646099079257807,294.2132108302716,3.864895801075172,2.879167948264241,7.290345168312442e-05,-9.313225746154783e-10,5384155.705601094,0.000145851384118,-0.0009953855316452,0.0016306315000357,0.3773649743060923,0.61674976,-0.89298856,1.9649687,-0.3499449,306.43512,283.16254,4.62203,2.815445,2.9598274,2.7673118,0.00025328592,6.1058963e-06,-9.313226e-10,-9.313226e-10,20768234.0,1.0,0.00088127796,2.5331974e-07,-6.696605e-05,-0.0039223996,0.0057024714,3.7629157e-05,0.45158717,0.29939288,0,0,29,27,0,0,44,0,0,0,0,0,"14,372",0.133836201
2002,lincoln,Non-human activity,,,,colorado,8073.0,39.13,-103.46,0.0,0.0,0.0,0.0,5.0,2002-01-01,0.1896788582818148,0.6285561096586588,283.8107282873702,0.0,0.831492350526052,1.1804394227809788e-05,0.0001092324014242,5446169.656164383,1.0044052431436427e-06,-0.0003147347667573,0.0004608850824098,0.1311131006948751,2.3631482,-2.2558432,2.9113262,-2.5339422,303.1124,268.91632,0.0,0.0,1.0413886,0.6502615,4.130078e-05,6.373739e-08,0.00041710492,-9.313226e-10,22414142.0,1.0,3.8128346e-06,-9.313226e-10,-1.24508515e-05,-0.0017420454,0.0015269965,4.2580068e-05,0.17805657,0.09113532,0,0,0,11,28,61,0,0,0,0,0,0,,
2006,union,Human infections,1.0,0.0,1.0,louisiana,22111.0,32.8318885,-92.37480557,,,,,,2006-01-01,0.0336851620102581,0.4121963751642671,292.3075189041764,4.657196452519663,2.688263778817164,9.413731335470936e-05,4.870434329934314e-08,5696562.971917804,0.0001835216956264,-0.0015885494747486,0.0020134989861143,0.3874237585965899,0.8904525,-0.5205059,1.3994803,-0.4130519,307.34674,277.46564,5.3497143,3.8193283,3.071667,2.2154543,0.00018253921,1.6303617e-05,1.2926757e-06,-9.313226e-10,21934028.0,1.0,0.0013786182,7.6182187e-07,-0.00020110863,-0.004825433,0.007507735,0.00014507398,0.4539774,0.3143574,46,0,14,40,0,0,0,0,0,0,0,0,22919,0.493137527
2003,lincoln,Non-human activity,,,,oklahoma,40081.0,35.7,-96.87,0.0,0.0,0.0,0.0,2.0,2003-01-01,-0.0439310310229862,0.6236582416377654,289.483815963954,2.056650719903919,1.8470497150943692,3.418749338255123e-05,6.485268639477149e-05,5154994.681506846,1.8758551306920504e-05,-0.0008319166791944,0.0011439332674729,0.2545432670373622,0.7968173,-1.1160151,2.2654073,-0.7320516,307.35345,272.51343,2.5378633,1.6308384,2.0276039,1.6835637,0.00011837005,2.6769703e-07,0.0008730106,-9.313226e-10,21682324.0,1.0,0.0001556091,-9.313226e-10,-3.7815655e-05,-0.0038739415,0.003500605,7.426366e-06,0.33940405,0.14478567,0,0,0,0,0,41,43,0,16,0,0,0,32672,0.155527988
2005,phillips,Human infections,1.0,0.0,0.0,montana,30071.0,48.16,-107.87,,,,,,2005-01-01,1.0398004266497205,-0.2825963430208701,280.6775188289275,0.7244586944580071,0.9117251236144808,1.7847067836754985e-05,0.0001437749930542,4446944.54178082,1.5196874610161124e-05,-0.0004876916122954,0.0007597873185136,0.2517510046187328,2.5887473,-1.1162723,0.7939005,-1.2663577,301.73044,259.9874,0.7244587,0.7244587,1.2558618,0.6895733,9.009687e-05,2.5494955e-08,0.00072330516,-9.313226e-10,22366176.0,1.0,0.00014111586,-9.313226e-10,4.3327454e-06,-0.0031136316,0.0033287937,3.46452e-06,0.3036636,0.17831713,0,0,0,13,36,35,16,0,0,0,0,0,4228,-0.125522078
2017,williamson,Non-human activity,,,,tennessee,47187.0,35.88,-86.95,0.0,0.0,0.0,0.0,0.0,2017-01-01,0.2571985710565357,0.4988497711616019,289.06459868966715,3.202159494896456,2.7463492334705504,9.61273883398437e-05,1.3655318227941029e-05,4997279.475342462,0.0002850953993476,-0.0012471878470546,0.0024081722233597,0.3710071953804524,1.5417827,-0.45928288,1.2779684,-0.6055901,303.64548,275.4162,4.1111946,2.2629542,2.876601,2.610376,0.00019458527,1.9694358e-05,0.00010605436,-9.313226e-10,18809864.0,1.0,0.000911281,3.3043325e-06,-6.330642e-05,-0.005000462,0.005558883,0.00019755773,0.41279942,0.33201808,0,0,19,0,0,5,75,0,0,0,0,0,"226,048",0.843811994
2009,spokane,Human infections and non-human activity,2.0,2.0,0.0,washington,53063.0,47.66,-117.43,1.0,0.0,1.0,0.0,0.0,2009-01-01,0.3192582982043697,0.931091409186794,282.3550607968682,4.801744246809448,1.1665853859627089,7.894085694267092e-05,0.0002550369664414,4749949.814726028,2.64804395655655e-05,-0.0005516177918028,0.0009197292402896,0.2776071606535616,2.3634057,-0.76462615,2.3493025,-0.008177161,303.00266,267.14352,4.9339867,4.718059,1.7044636,0.81435084,0.00030120244,1.2492237e-06,0.0013166294,-9.313226e-10,23737082.0,1.0,0.00017772987,-9.313226e-10,7.285527e-05,-0.003806681,0.0033976175,2.6736408e-05,0.40242282,0.1442759,0,0,0,0,0,0,0,0,100,0,0,0,468235,1.185806
2005,miller,Non-human activity,,,,arkansas,5091.0,33.45,-94.01,1.0,0.0,1.0,0.0,0.0,2005-01-01,-0.171759110648338,0.3147834311201147,291.9850007984735,2.511800052041876,2.519537865299066,5.374245424531656e-05,2.2852563694731822e-06,5354435.227739723,9.28682051854182e-05,-0.0009437744808702,0.001222323098743,0.3431561951665845,0.86858714,-1.1160151,1.0292525,-0.37073308,308.09482,277.12518,2.6188707,2.389027,3.1792145,1.742407,0.00014480765,4.7165668e-07,4.1062944e-05,-9.313226e-10,20162952.0,1.0,0.00036359672,-9.313226e-10,-3.0244002e-05,-0.004339087,0.003128264,9.890646e-07,0.4554274,0.24244604,0,0,0,5,0,34,32,0,28,0,0,0,42181,0.414093286
2002,attala,Human infections and non-human activity,1.0,1.0,0.0,mississippi,28007.0,33.05,-89.58,5.0,1.0,6.0,0.0,7.0,2002-01-01,-0.1045315334241683,0.2739718611926248,290.84219423058903,3.9597008332814254,2.874808438836709,9.90101845423875e-05,2.289502179785952e-06,5268652.400342463,0.0002238335776818,-0.0010629262163603,0.0022967848410089,0.3713668434587243,0.8724457,-1.1046966,0.9931207,-0.6882479,304.4081,276.49243,4.9747205,2.7657714,3.0091538,2.7125118,0.00023976118,1.8534367e-05,5.6583434e-05,-9.313226e-10,19278100.0,1.0,0.0011596968,2.5331974e-07,-6.848038e-05,-0.0039235353,0.0073824655,3.5649166e-05,0.42991632,0.27655524,11,0,19,31,0,8,21,0,10,0,0,0,,
2010,lake,Human infections and non-human activity,1.0,1.0,1.0,illinois,17097.0,42.37,-87.86,0.0,0.0,0.0,29.0,0.0,2010-01-01,0.7303887516260147,-0.1487440527301945,283.4669693202187,1.303721626817364,2.043148214523107,5.4912215652110114e-05,0.000208394395264,4713478.391095889,9.093885054837347e-05,-0.0009079393583879,0.0016728587684617,0.444408888053404,2.7806478,-1.8473469,2.1359763,-2.802209,299.9319,266.39545,1.99551,0.78952265,2.0825284,2.0154743,0.00011998895,9.509386e-06,0.0014802376,-9.313226e-10,18576886.0,1.0,0.00036868174,-9.313226e-10,-4.2989384e-05,-0.0039635384,0.005153862,0.0001831986,0.47350723,0.40109742,9,13,0,13,0,0,0,0,65,0,0,0,703462,1.364149349
2002,ward,Non-human activity,,,,north dakota,38101.0,48.23,-101.29,0.0,1.0,1.0,0.0,19.0,2002-01-01,1.215808057295132,-0.094116749093957,278.1147318173761,0.0,1.1278082347895988,2.5136160727252215e-05,0.0003111373199379,4003666.777397258,2.9556981402717213e-05,-0.0005596890166873,0.0008565262846699,0.2909763305460752,2.7039905,-0.34815538,1.012919,-1.12381,299.23532,260.95163,0.0,0.0,2.4033048,0.6671183,0.000116317766,1.0070216e-06,0.0011714511,-9.313226e-10,19757756.0,1.0,0.00053420756,-9.313226e-10,-1.1315104e-05,-0.00399332,0.004064069,7.773563e-05,0.35603383,0.20726065,0,0,0,4,4,0,27,0,66,0,0,0,,
2003,blaine,Human infections and non-human activity,2.0,0.0,0.0,nebraska,31009.0,42.01,-99.77,1.0,0.0,1.0,0.0,0.0,2003-01-01,0.5444122258114485,0.3442398088027353,283.20995157320186,0.0,1.0113671799228614,2.0744408578898955e-05,0.0001485003962194,4766366.068493149,5.611786236093469e-06,-0.0006575099754702,0.0010759776228502,0.1624208458380339,2.5342126,-1.722843,2.757642,-1.446027,303.03513,266.29016,0.0,0.0,1.451674,0.7265836,0.00011411251,1.4404359e-06,0.0007255683,-9.313226e-10,21783736.0,1.0,2.7714297e-05,-9.313226e-10,-1.00531615e-05,-0.004039001,0.004095263,6.585196e-05,0.22954322,0.09196228,0,0,0,0,0,100,0,0,0,0,0,0,545,-1.229980203
2003,denver,Human infections and non-human activity,162.0,52.0,7.0,colorado,8031.0,39.75,-105.0,52.0,8.0,60.0,0.0,0.0,2003-01-01,0.4615672070277877,0.3455127950400521,282.39689506635267,3.604912741543496,0.9955547074749044,2.895260613638116e-05,0.000384455444355,5287934.091780818,8.287676928998672e-06,-0.000574869026465,0.0009243604963109,0.23798159984489,2.171505,-1.7987286,1.2826705,-1.0280359,303.37445,263.1399,3.6090226,3.6010969,1.2664983,0.7348565,9.005863e-05,8.03062e-07,0.0032324032,-9.313226e-10,23729316.0,1.0,0.00012382586,-9.313226e-10,-1.5983824e-06,-0.0035455886,0.003908597,6.832741e-05,0.3436408,0.1297305,3,0,0,0,0,0,0,0,97,0,0,0,552588,1.168311525
2008,chaves,Human infections and non-human activity,1.0,1.0,0.0,new mexico,35005.0,33.64,-104.38,0.0,0.0,0.0,0.0,1.0,2008-01-01,0.389869106312593,1.553872057893238,290.0984266312397,0.0,0.5407099033314023,5.43802070254562e-06,2.7816797367454896e-05,5821307.001707651,6.6486387030104495e-06,-0.0004309173139025,0.0007351484147149,0.074242874776405,3.156732,-1.2616128,4.5308256,-0.8461392,308.31207,273.40152,0.0,0.0,0.5583267,0.52542174,3.17659e-05,0.0,0.0002596397,-9.313226e-10,22630674.0,1.0,4.01726e-05,-9.313226e-10,-1.6489066e-05,-0.003034509,0.002994082,9.890646e-07,0.15948966,0.03048417,0,0,0,0,86,11,3,0,0,0,0,0,64378,1.594363748
2009,seward,Human infections,1.0,0.0,0.0,nebraska,31159.0,40.91,-97.09,0.0,0.0,0.0,0.0,0.0,2009-01-01,0.1763663654866283,-0.146454032439075,283.40371277691565,0.0,1.1541338871603142,3.7115199127783096e-05,0.0001929721507971,4601838.4006849285,9.866706861106496e-05,-0.0008128602178894,0.0015530978042428,0.3152918670479564,2.3971038,-1.7043217,1.1361632,-2.3485808,299.90277,264.7772,0.0,0.0,2.1271894,0.6620177,9.6942094e-05,2.804445e-07,0.0020260317,-9.313226e-10,19480926.0,1.0,0.0007012589,-9.313226e-10,-1.6110484e-05,-0.00456901,0.005556902,7.1793795e-05,0.34318766,0.24762303,0,0,0,1,0,17,45,0,37,0,0,0,16536,0.299288101
2002,noble,Non-human activity,,,,ohio,39121.0,39.74,-81.51,1.0,0.0,1.0,0.0,0.0,2002-01-01,0.5783384196562309,0.4503326424180642,285.13516149651497,2.8912780882561027,0.6858332931178884,8.87670159524893e-05,9.271582358912238e-05,4876378.439383559,0.0002423922008235,-0.0009608313791319,0.0019888242783203,0.3453784512840721,2.0529175,-0.66301656,1.0725613,-0.34672767,302.10336,271.8706,4.6799054,1.4034832,0.69479823,0.6785635,0.00024524244,1.6775244e-05,0.000782799,-9.313226e-10,18874274.0,1.0,0.001448541,7.6182187e-07,-2.052728e-05,-0.0047994372,0.0061025405,0.0001549758,0.39935285,0.21345718,0,0,42,11,0,11,36,0,0,0,0,0,,
2002,webster,Non-human activity,,,,missouri,29225.0,37.33,-92.91,1.0,0.0,1.0,0.0,2.0,2002-01-01,0.1600931475015534,0.5788892198098848,286.2039689573522,2.4551255562534062,2.384185791015625e-07,6.651027420733427e-05,0.0001470804763064,4876322.388013695,0.0002248439867661,-0.000907704357954,0.0021432084560853,0.425543430365928,1.3002349,-0.7404456,1.4457588,-0.34771758,302.37326,272.54254,3.6085618,1.4087362,2.3841858e-07,2.3841858e-07,0.00024867145,9.968266e-06,0.0016874969,-9.313226e-10,19702938.0,1.0,0.0017793383,5.075708e-07,-3.4282217e-05,-0.004453165,0.009739805,6.931834e-05,0.47235176,0.343199,0,0,0,0,0,23,49,0,28,0,0,0,,
2015,macon,Non-human activity,,,,missouri,29121.0,39.73,-92.47,0.0,0.0,0.0,0.0,2.0,2015-01-01,0.2377146200774466,0.487791379224764,286.0812217816914,1.4225332073969374,2.943695332252815,4.701675996280032e-05,0.0001409854031844,4737982.470890407,0.0002021059904196,-0.0008244771978416,0.0021911365834817,0.4413477507356092,1.5335511,-0.62751746,1.7551069,-0.83153796,301.20746,265.1322,2.2468264,0.75717497,2.9843974,2.9078264,0.00015714689,3.0720548e-06,0.0016710069,-9.313226e-10,18501512.0,1.0,0.000935182,2.5331974e-07,-1.6993843e-05,-0.0041890442,0.006426855,3.8620085e-05,0.47555763,0.3375802,0,0,0,0,0,19,51,0,30,0,0,0,"15,284",0.041621488
2012,sunflower,Human infections,9.0,4.0,0.0,mississippi,28133.0,33.44,-90.64,,,,,,2012-01-01,-0.0502559957934207,0.5604085057892435,292.52875164428053,2.109341644524226,1.897982172627267,5.801623090599092e-05,3.5843323366563845e-07,5466369.091530054,0.0002120894127362,-0.0014168508761165,0.0020955847340885,0.3130970069008774,0.970454,-1.0565928,2.0723743,-0.3729604,304.47195,280.76596,2.3851564,1.9974452,2.6771188,1.5762028,0.0001499065,8.642557e-06,4.8493966e-06,-9.313226e-10,21193530.0,1.0,0.0008881432,2.5331974e-07,-0.000116812065,-0.004750222,0.005414798,3.4162775e-05,0.38304025,0.2120185,0,0,0,0,0,23,77,0,0,0,0,0,"28,407",-0.820097683
2007,bannock,Human infections and non-human activity,5.0,0.0,0.0,idaho,16005.0,42.9,-112.39,0.0,0.0,0.0,2.0,0.0,2007-01-01,0.3716962161537718,1.1690721150130436,281.5010028368805,4.645860647175411,1.0278369390801203,6.314824568107723e-05,0.000305091673891,4987584.94109589,8.515079748140623e-06,-0.0005277064872892,0.0007461515497671,0.257211350047425,2.4449506,-0.90199196,1.9617515,0.18609345,305.5885,259.40057,4.773446,4.571066,1.5621451,0.717502,0.00024783012,1.7590937e-06,0.001927414,-9.313226e-10,23759466.0,1.0,8.009188e-05,-9.313226e-10,5.4684933e-06,-0.0031312986,0.0020315396,1.9805506e-05,0.38095587,0.14803685,0,0,0,6,0,77,17,0,0,0,0,0,79338,0.687500568
2011,hernando,Non-human activity,,,,florida,12053.0,28.55,-82.39,,,,,,2011-01-01,-0.1646201936757727,-0.0693551624882711,295.1487765377514,2.289958609946785,2.7894617453013377,6.592012278030766e-05,-9.313225746154783e-10,6135194.764726026,9.600961045043105e-06,-0.0011481753009856,0.0013463416053875,0.176608886855514,1.8265469,-1.3032855,1.0064845,-1.1426184,305.369,283.5433,2.4977741,1.922336,2.8970034,2.5997393,0.00020483398,1.2874661e-06,-9.313226e-10,-9.313226e-10,21343366.0,1.0,7.398985e-05,-9.313226e-10,-3.3903634e-05,-0.004233338,0.007076472,5.4463744e-06,0.27760875,0.10238424,0,0,10,16,16,17,41,0,0,0,0,0,"172,847",0.513312692
2015,hennepin,Non-human activity,,,,minnesota,27053.0,44.98,-93.27,1.0,0.0,1.0,0.0,0.0,2015-01-01,0.4166105662306695,0.2661069560132614,281.83125140046417,3.5801760960931635,1.9341342880301275,5.093133300287672e-05,0.000160041108906,4473827.57328767,3.9381775622294365e-05,-0.0010128416269315,0.001583643251239,0.2629086337269168,1.7035863,-0.63240504,1.5148053,-0.7174504,299.01468,258.62894,4.0535955,3.244351,2.1861572,1.7562158,0.0001691292,2.3199827e-06,0.0011071069,-9.313226e-10,20000782.0,1.0,0.00028731767,-9.313226e-10,-4.6901405e-05,-0.0048008254,0.00450672,3.465824e-05,0.3037769,0.217558,0,0,0,0,0,0,0,0,100,0,0,0,"1,222,200",1.086958305
2023,cooke,Non-human activity,0.0,0.0,0.0,texas,48097.0,33.63,-97.15,,,,,,2023-01-01,-0.3828095874029718,1.0808279160967842,293.7853472589731,2.0182557209523138,1.9182798127214349,4.003784891314144e-05,8.214445656422015e-06,5514912.059131732,9.148683180073328e-05,-0.0009025663422723,0.0013023458782326,0.3163872652068109,1.1752166,-1.6845144,2.3478177,0.046268106,310.2316,278.89127,2.2207456,1.7531328,2.1405008,1.6296344,0.00010803211,1.6571721e-07,0.00011672452,-9.313226e-10,20664536.0,1.0,0.0008212719,-9.313226e-10,-4.677521e-05,-0.004209866,0.0054752044,4.950911e-06,0.4139436,0.19540004,0,0,0,5,0,38,0,0,58,0,0,0,,
2002,kaufman,Non-human activity,,,,texas,48257.0,32.58,-96.3,0.0,0.0,0.0,0.0,9.0,2002-01-01,-0.5048427947579995,0.8492031672637756,291.41987327680187,2.684979127857782,1.4470668368143569,4.197271249324007e-05,2.3218519883613085e-05,4881803.316780819,0.0001778058187831,-0.0009868581715511,0.0017310352951339,0.2986311404570324,0.89534,-1.7835516,3.5926344,-1.0065053,305.0935,276.8015,2.6913073,2.6779442,1.924908,0.9273721,0.00010400402,8.1709295e-06,0.00050957873,-9.313226e-10,18903054.0,1.0,0.00092551997,-9.313226e-10,-3.6301324e-05,-0.0044357507,0.005294976,2.970919e-06,0.3697976,0.17701438,0,0,0,0,0,97,3,0,0,0,0,0,,
