Year,County,Activity,Reported human cases,Neuroinvasive disease cases,Identified by Blood Donor Screening,State,FIPS,Latitude,Longitude,WNV_Corvid_Count,WNV_NonCorvid_Count,Total_Bird_WNV_Count,Mos_WNV_Count,Horse_WNV_Count,Population,PD
2017,cuyahoga,Human infections and non-human activity,5.0,3.0,0.0,ohio,39035.0,41.48,-81.74,0.0,0.0,0.0,0.0,0.0,"1,247,581",1.37298042
2018,marion,Human infections,1.0,1.0,0.0,iowa,19125.0,41.31,-93.1,,,,,,"33,259",0.125733504
2002,clay,Non-human activity,,,,alabama,1027.0,33.27,-85.83,1.0,0.0,1.0,0.0,0.0,,
2022,garfield,Human infections,1.0,1.0,0.0,colorado,8045.0,39.54,-107.33,,,,,,,
2016,rusk,Human infections,3.0,3.0,0.0,texas,48401.0,32.24,-94.73,,,,,,"52,892",0.523680235
2002,st. landry,Human infections and non-human activity,1.0,1.0,0.0,louisiana,22097.0,30.5988511,-92.00585686,9.0,0.0,9.0,0.0,12.0,,
2017,aiken,Non-human activity,,,,south carolina,45003.0,33.54,-81.72,1.0,0.0,1.0,0.0,0.0,"168,325",1.038093911
2007,dougherty,Human infections,1.0,1.0,0.0,georgia,13095.0,31.57,-84.17,0.0,0.0,0.0,0.0,0.0,94522,0.123863769
2002,camden,Non-human activity,,,,north carolina,37029.0,36.32,-76.16,1.0,0.0,1.0,0.0,0.0,,
2005,ellis,Non-human activity,,,,kansas,20051.0,38.87,-99.31,0.0,0.0,0.0,0.0,0.0,27429,0.288936503
2004,shelby,Human infections and non-human activity,12.0,11.0,0.0,tennessee,47157.0,35.15,-90.05,8.0,0.0,8.0,208.0,1.0,909643,1.474870763
2004,charles mix,Human infections and non-human activity,2.0,0.0,0.0,south dakota,46023.0,43.15,-98.53,1.0,0.0,1.0,0.0,1.0,9055,-0.203463759
2003,fairfield,Non-human activity,,,,south carolina,45039.0,34.37,-81.08,1.0,0.0,1.0,0.0,0.0,23904,-0.343261874
2012,emmons,Human infections and non-human activity,3.0,2.0,0.0,north dakota,38029.0,46.26,-100.23,0.0,0.0,0.0,0.0,1.0,"3,470",-0.329184117
2008,st. joseph,Non-human activity,,,,indiana,18141.0,41.67,-86.26,0.0,0.0,0.0,0.0,0.0,267282,1.01181521
2005,douglas,Non-human activity,,,,georgia,13097.0,33.74,-84.74,0.0,1.0,1.0,0.0,0.0,113354,0.341805087
2002,kalamazoo,Human infections and non-human activity,3.0,3.0,0.0,michigan,26077.0,42.27,-85.58,2.0,0.0,2.0,0.0,14.0,,
2003,pondera,Human infections and non-human activity,2.0,1.0,0.0,montana,30073.0,48.2,-111.85,0.0,0.0,0.0,0.0,3.0,6228,-0.965236229
2013,lee,Human infections,0.0,0.0,1.0,iowa,19111.0,40.61,-91.35,0.0,0.0,0.0,0.0,0.0,"35,236",0.107181736
2003,routt,Non-human activity,,,,colorado,8107.0,40.47,-106.82,1.0,0.0,1.0,0.0,1.0,20893,0.914766646
2006,hill,Human infections and non-human activity,1.0,1.0,0.0,texas,48217.0,32.0,-97.11,0.0,0.0,0.0,0.0,1.0,34484,0.593429001
2014,greene,Non-human activity,,,,indiana,18055.0,39.02,-86.93,0.0,0.0,0.0,0.0,0.0,"32,646",1.103601766
2005,cortland,Non-human activity,,,,new york,36023.0,42.6,-76.18,2.0,0.0,2.0,0.0,0.0,49330,0.668657205
2021,adams,Human infections and non-human activity,18.0,11.0,4.0,colorado,8001.0,39.95,-104.79,0.0,0.0,0.0,0.0,3.0,"522,140",1.274296997
2019,goshen,Non-human activity,,,,wyoming,56015.0,42.06,-104.18,0.0,0.0,0.0,1.0,0.0,"13,211",-0.292424812
2021,laclede,Human infections,1.0,1.0,0.0,missouri,29105.0,37.67,-92.66,,,,,,"36,133",-0.29768453
2010,hunterdon,Non-human activity,,,,new jersey,34019.0,40.5,-74.86,1.0,0.0,1.0,0.0,0.0,128349,1.166533867
2002,lawrence,Non-human activity,,,,tennessee,47099.0,35.24,-87.33,8.0,0.0,8.0,0.0,1.0,,
2012,venango,Non-human activity,,,,pennsylvania,42121.0,41.39,-79.83,0.0,1.0,1.0,0.0,0.0,"54,188",0.396129225
2004,jeff davis,Human infections,1.0,1.0,0.0,texas,48243.0,30.59,-103.9,,,,,,2242,2.581473408
2008,pulaski,Human infections and non-human activity,1.0,1.0,0.0,arkansas,5119.0,34.75,-92.28,0.0,0.0,0.0,0.0,1.0,376567,1.236381651
2005,pearl river,Non-human activity,,,,mississippi,28109.0,30.83,-89.53,0.0,0.0,0.0,0.0,1.0,50990,0.287098462
2013,wabash,Human infections,1.0,1.0,0.0,illinois,17185.0,38.41,-87.77,0.0,0.0,0.0,0.0,0.0,"11,671",0.15592598
2002,cobb,Non-human activity,,,,georgia,13067.0,33.9,-84.59,119.0,0.0,119.0,1.0,1.0,,
2021,polk,Human infections and non-human activity,0.0,0.0,3.0,iowa,19153.0,41.57,-93.61,0.0,0.0,0.0,0.0,0.0,"496,844",1.111590618
2014,valencia,Human infections,1.0,1.0,0.0,new mexico,35061.0,34.81,-106.73,,,,,,"75,892",2.005256555
2002,warren,Non-human activity,,,,georgia,13301.0,33.4,-82.66,1.0,0.0,1.0,0.0,1.0,,
2022,dickey,Human infections,2.0,0.0,0.0,north dakota,38021.0,46.0,-98.52,,,,,,,
2023,mcpherson,Human infections,0.0,0.0,1.0,kansas,20113.0,38.36,-97.66,,,,,,,
2023,franklin,Non-human activity,0.0,0.0,0.0,idaho,16041.0,42.2,-111.74,,,,,,,
2003,lavaca,Non-human activity,,,,texas,48285.0,29.44,-96.94,0.0,0.0,0.0,0.0,1.0,19152,0.11205523
2009,cherry,Non-human activity,,,,nebraska,31031.0,42.87,-100.55,0.0,0.0,0.0,0.0,0.0,5683,-0.126075163
2005,jasper,Non-human activity,,,,indiana,18073.0,40.93,-87.14,1.0,0.0,1.0,0.0,0.0,31763,0.08937061
2004,roanoke city,Human infections and non-human activity,1.0,1.0,0.0,virginia,51770.0,37.27848563,-79.95808375,0.0,2.0,2.0,0.0,1.0,93614,0.937566066
2002,richland,Human infections and non-human activity,2.0,2.0,0.0,louisiana,22083.0,32.41779167,-91.76348184,9.0,1.0,10.0,0.0,6.0,,
2017,prince georges,Non-human activity,,,,maryland,24033.0,38.81562153,-76.74926165,0.0,0.0,0.0,0.0,0.0,"909,705",1.276707319
2008,pennington,Human infections and non-human activity,1.0,0.0,0.0,south dakota,46103.0,44.07,-103.23,0.0,0.0,0.0,0.0,0.0,98128,0.592700378
2003,seneca,Non-human activity,,,,ohio,39147.0,41.11,-83.17,1.0,0.0,1.0,0.0,0.0,58006,0.778507361
2015,lee,Non-human activity,,,,illinois,17103.0,41.84,-89.47,1.0,0.0,1.0,11.0,0.0,"34,521",0.626080711
2002,braxton,Non-human activity,,,,west virginia,54007.0,38.66,-80.71,0.0,1.0,1.0,0.0,0.0,,
2018,sheboygan,Non-human activity,,,,wisconsin,55117.0,43.7,-87.74,1.0,0.0,1.0,0.0,0.0,"115,233",0.704622076
2015,bexar,Human infections and non-human activity,4.0,1.0,1.0,texas,48029.0,29.47,-98.53,0.0,0.0,0.0,10.0,0.0,"1,894,834",2.535964012
2018,ward,Human infections and non-human activity,15.0,4.0,6.0,north dakota,38101.0,48.23,-101.29,0.0,0.0,0.0,0.0,0.0,"67,713",0.312120713
2009,clay,Non-human activity,,,,missouri,29047.0,39.24,-94.41,0.0,0.0,0.0,1.0,0.0,219669,1.051479834
2013,grant,Human infections,3.0,2.0,0.0,north dakota,38037.0,46.42,-101.57,0.0,0.0,0.0,0.0,0.0,"2,393",-0.107713981
2015,nemaha,Human infections,1.0,1.0,1.0,kansas,20131.0,39.83,-96.06,,,,,,"10,094",-0.013199079
2008,tulsa,Human infections and non-human activity,1.0,0.0,0.0,oklahoma,40143.0,36.16,-95.99,0.0,0.0,0.0,9.0,0.0,588510,1.358548145
2019,darlington,Non-human activity,,,,south carolina,45031.0,34.29,-79.87,0.0,0.0,0.0,0.0,0.0,"66,618",0.709489247
2002,audrain,Non-human activity,,,,missouri,29007.0,39.16,-91.87,1.0,0.0,1.0,0.0,1.0,,
2019,hamilton,Non-human activity,,,,tennessee,47065.0,35.04,-85.32,0.0,0.0,0.0,0.0,0.0,"367,804",1.168823415
2019,sarasota,Non-human activity,,,,florida,12115.0,27.27,-82.52,,,,,,"433,742",1.049916945
2010,madison,Non-human activity,,,,texas,48313.0,30.95,-95.9,0.0,0.0,0.0,0.0,2.0,13664,-0.106887819
2014,douglas,Human infections,2.0,2.0,2.0,colorado,8035.0,39.37,-104.85,,,,,,"314,545",1.710273
2012,de kalb,Human infections and non-human activity,7.0,2.0,3.0,georgia,13089.0,33.77512528,-84.29583782,0.0,0.0,0.0,0.0,0.0,"710,557",1.108784407
2015,big stone,Human infections,1.0,0.0,0.0,minnesota,27011.0,45.3,-96.44,,,,,,"4,993",-0.088097216
2008,plymouth,Non-human activity,,,,massachusetts,25023.0,42.08,-71.02,6.0,0.0,6.0,0.0,0.0,490371,1.282813605
2023,salem,Non-human activity,0.0,0.0,0.0,new jersey,34033.0,39.56,-75.47,,,,,,,
2010,mchenry,Human infections and non-human activity,1.0,0.0,0.0,illinois,17111.0,42.31,-88.43,1.0,0.0,1.0,2.0,0.0,308760,1.151349402
2006,madison,Human infections and non-human activity,7.0,3.0,0.0,idaho,16065.0,43.78,-111.76,2.0,0.0,2.0,0.0,9.0,34984,0.200853016
2018,hettinger,Human infections,1.0,0.0,0.0,north dakota,38041.0,46.37,-102.31,,,,,,"2,503",-0.376595638
2022,lehigh,Non-human activity,,,,pennsylvania,42077.0,40.6,-75.47,,,,,,,
2021,ford,Human infections and non-human activity,2.0,1.0,0.0,kansas,20057.0,37.75,-100.01,0.0,0.0,0.0,0.0,1.0,"34,159",0.473510946
2018,winchester city,Human infections,2.0,1.0,2.0,virginia,51840.0,39.1862682,-78.15153331,,,,,,,
2010,livingston,Non-human activity,,,,illinois,17105.0,40.87,-88.64,1.0,0.0,1.0,0.0,0.0,38950,0.417928505
2002,lenoir,Non-human activity,,,,north carolina,37107.0,35.27,-77.59,1.0,0.0,1.0,0.0,0.0,,
2014,lowndes,Human infections,1.0,0.0,0.0,mississippi,28087.0,33.5,-88.4,0.0,0.0,0.0,0.0,0.0,"59,804",1.050019904
2006,mobile,Human infections,3.0,3.0,0.0,alabama,1097.0,30.69,-88.05,0.0,0.0,0.0,0.0,0.0,402916,1.153262795
2003,copiah,Non-human activity,,,,mississippi,28029.0,31.86,-90.39,1.0,0.0,1.0,0.0,0.0,29058,-0.668106365
2004,grant,Non-human activity,,,,north dakota,38037.0,46.42,-101.57,0.0,1.0,1.0,0.0,0.0,2626,-0.107713981
2015,elk,Non-human activity,,,,pennsylvania,42047.0,41.42,-78.72,0.0,0.0,0.0,0.0,0.0,"30,897",0.42128122
2004,sherman,Human infections and non-human activity,2.0,1.0,0.0,texas,48421.0,36.33,-102.07,0.0,0.0,0.0,0.0,1.0,3045,-0.824880616
2005,somerset,Non-human activity,,,,new jersey,34035.0,40.57,-74.61,0.0,0.0,0.0,0.0,0.0,312617,1.242386134
2017,kittitas,Non-human activity,,,,washington,53037.0,46.97,-120.47,0.0,0.0,0.0,0.0,1.0,"46,176",1.722495
2023,thayer,Human infections,5.0,2.0,1.0,nebraska,31169.0,40.16,-97.58,,,,,,,
2005,jones,Human infections,0.0,0.0,1.0,georgia,13169.0,33.0,-83.53,0.0,0.0,0.0,0.0,0.0,27189,0.540225588
2002,wilcox,Non-human activity,,,,alabama,1131.0,31.99,-87.29,2.0,0.0,2.0,0.0,3.0,,
2006,dubuque,Human infections and non-human activity,0.0,0.0,1.0,iowa,19061.0,42.5,-90.69,1.0,0.0,1.0,1.0,0.0,91258,0.625720459
2003,carver,Human infections and non-human activity,0.0,0.0,1.0,minnesota,27019.0,44.82,-93.6,4.0,0.0,4.0,0.0,1.0,78005,0.879196905
2010,navajo,Human infections and non-human activity,1.0,1.0,0.0,arizona,4017.0,34.94,-110.09,0.0,0.0,0.0,0.0,1.0,107449,2.502118282
2017,berkeley,Non-human activity,,,,south carolina,45015.0,33.19,-79.99,1.0,0.0,1.0,0.0,1.0,"214,541",0.912181313
2013,davis,Non-human activity,,,,utah,49011.0,40.98,-111.9,0.0,31.0,31.0,0.0,0.0,"322,228",1.456736241
2019,sanilac,Human infections,0.0,0.0,1.0,michigan,26151.0,43.42,-82.83,,,,,,"41,170",0.338634404
2002,sherman,Non-human activity,,,,texas,48421.0,36.33,-102.07,0.0,0.0,0.0,0.0,10.0,,
2015,crawford,Non-human activity,,,,pennsylvania,42039.0,41.64,-80.14,1.0,0.0,1.0,0.0,0.0,"86,510",0.884421886
2017,johnson,Human infections and non-human activity,1.0,0.0,0.0,kansas,20091.0,38.88,-94.81,0.0,0.0,0.0,0.0,0.0,"591,305",1.587396457
2009,jackson,Human infections and non-human activity,1.0,0.0,0.0,mississippi,28059.0,30.36,-88.54,0.0,0.0,0.0,0.0,1.0,139176,1.145618353
2014,pulaski,Non-human activity,,,,indiana,18131.0,41.05,-86.6,0.0,0.0,0.0,0.0,0.0,"12,916",-0.370064363
2009,davison,Human infections and non-human activity,3.0,1.0,0.0,south dakota,46035.0,43.73,-98.03,0.0,0.0,0.0,0.0,1.0,19377,-0.4089105
2015,sussex,Non-human activity,,,,new jersey,34037.0,41.05,-74.75,0.0,0.0,0.0,0.0,0.0,"143,004",1.030717691
2011,calcasieu,Human infections and non-human activity,2.0,2.0,0.0,louisiana,22019.0,30.2292239,-93.35794516,0.0,0.0,0.0,5.0,0.0,"193,861",1.031817927
2012,benton,Human infections and non-human activity,1.0,1.0,0.0,washington,53005.0,46.12,-119.68,0.0,0.0,0.0,0.0,1.0,"182,373",0.768917201
2015,el paso,Human infections,1.0,1.0,0.0,colorado,8041.0,38.67,-104.81,,,,,,"674,001",2.38717023
2018,morgan,Non-human activity,,,,ohio,39115.0,39.65,-81.84,0.0,0.0,0.0,0.0,0.0,"14,581",0.36422547
2009,garfield,Non-human activity,,,,nebraska,31071.0,41.78,-99.13,0.0,0.0,0.0,0.0,0.0,2029,-0.637807221
2005,pershing,Non-human activity,,,,nevada,32027.0,40.32,-118.2,2.0,6.0,8.0,0.0,0.0,6580,-0.230309727
2012,roger mills,Non-human activity,,,,oklahoma,40129.0,35.61,-99.67,0.0,0.0,0.0,0.0,1.0,"3,767",-0.91942577
2008,arlington,Non-human activity,,,,virginia,51013.0,38.89,-77.1,0.0,0.0,0.0,0.0,0.0,196305,0.648382433
2016,otero,Human infections,3.0,1.0,0.0,colorado,8089.0,37.98,-103.54,,,,,,"18,266",0.84014076
2016,kanabec,Non-human activity,,,,minnesota,27065.0,45.87,-93.29,0.0,0.0,0.0,0.0,2.0,"15,912",-0.274080083
2018,garfield,Human infections,1.0,0.0,0.0,montana,30033.0,47.38,-106.81,,,,,,"1,257",-1.141125746
2016,powell,Non-human activity,,,,kentucky,21197.0,37.84,-83.85,0.0,0.0,0.0,0.0,1.0,"12,266",-0.030144042
2015,windsor,Non-human activity,,,,vermont,50027.0,43.62,-72.51,0.0,0.0,0.0,0.0,0.0,"55,541",0.6473742
2005,rockland,Non-human activity,,,,new york,36087.0,41.15,-73.99,13.0,4.0,17.0,0.0,0.0,298737,0.71549023
2015,dallas,Human infections and non-human activity,23.0,11.0,2.0,texas,48113.0,32.79,-96.8,0.0,0.0,0.0,461.0,0.0,"2,557,830",1.778952
2016,kings,Human infections and non-human activity,2.0,2.0,0.0,new york,36047.0,40.69,-73.99,0.0,0.0,0.0,38.0,0.0,"2,608,423",1.288741717
2006,iron,Human infections,1.0,0.0,0.0,utah,49021.0,37.85919313,-113.2894658,0.0,0.0,0.0,0.0,0.0,42000,1.371640384
2010,san diego,Non-human activity,,,,california,6073.0,32.71,-117.16,2.0,0.0,2.0,0.0,0.0,3095313,3.673860844
2016,costilla,Human infections,1.0,1.0,0.0,colorado,8023.0,37.0,-105.53,,,,,,"3,693",-0.324935193
2003,marion,Non-human activity,,,,arkansas,5089.0,36.22,-92.68,1.0,0.0,1.0,0.0,0.0,16133,0.362657696
2018,saline,Human infections,2.0,2.0,0.0,kansas,20169.0,38.81,-97.61,,,,,,"54,387",0.491687822
2013,pima,Human infections and non-human activity,2.0,1.0,2.0,arizona,4019.0,32.22,-110.97,0.0,0.0,0.0,0.0,0.0,"997,127",4.077062415
2016,brown,Human infections,2.0,1.0,0.0,texas,48049.0,31.72,-98.97,,,,,,"38,039",0.152224234
2022,juniata,Non-human activity,,,,pennsylvania,42067.0,40.57,-77.39,,,,,,,
2021,vermillion,Non-human activity,,,,indiana,18165.0,39.85381146,-87.46397828,0.0,0.0,0.0,2.0,0.0,"15,341",0.115048342
2005,morgan,Non-human activity,,,,missouri,29141.0,38.43,-92.84,0.0,0.0,0.0,0.0,1.0,20273,-0.283708634
2005,page,Human infections and non-human activity,0.0,0.0,1.0,iowa,19145.0,40.73,-95.03,1.0,0.0,1.0,0.0,0.0,16274,-0.636450799
2010,yellow medicine,Human infections,1.0,1.0,0.0,minnesota,27173.0,44.81,-95.53,,,,,,10438,0.324418047
2015,terrebonne,Non-human activity,,,,louisiana,22109.0,29.33744189,-90.83763991,,,,,,"113,817",0.55251716
2015,kittitas,Human infections and non-human activity,0.0,0.0,1.0,washington,53037.0,46.97,-120.47,1.0,0.0,1.0,0.0,8.0,"43,095",1.722495
2002,cedar,Human infections and non-human activity,1.0,1.0,0.0,iowa,19031.0,41.77,-91.12,1.0,0.0,1.0,0.0,14.0,,
2022,nassau,Human infections and non-human activity,24.0,22.0,5.0,new york,36059.0,40.75,-73.64,,,,,,,
2019,phelps,Non-human activity,,,,nebraska,31137.0,40.44,-99.37,0.0,0.0,0.0,4.0,0.0,"9,034",-0.44312325
2009,fall river,Human infections,1.0,0.0,0.0,south dakota,46047.0,43.43,-103.48,,,,,,7056,-0.337568369
2014,st. clair,Human infections and non-human activity,0.0,0.0,1.0,illinois,17163.0,38.48,-90.0,0.0,0.0,0.0,22.0,0.0,"265,941",1.086120124
2016,clinton,Non-human activity,,,,pennsylvania,42035.0,41.13,-77.45,0.0,1.0,1.0,0.0,0.0,"39,017",0.902066711
2019,leake,Human infections,1.0,0.0,0.0,mississippi,28079.0,32.74,-89.53,,,,,,"22,786",-0.995713583
2020,lawrence,Non-human activity,,,,south dakota,46081.0,44.38,-103.72,0.0,0.0,0.0,0.0,1.0,"25,812",0.450229924
2002,washington,Non-human activity,,,,iowa,19183.0,41.29,-91.69,1.0,0.0,1.0,0.0,14.0,,
2014,dodge,Human infections and non-human activity,3.0,2.0,0.0,nebraska,31053.0,41.44,-96.49,0.0,0.0,0.0,0.0,0.0,"36,614",0.434717956
2012,berkshire,Human infections and non-human activity,1.0,1.0,0.0,massachusetts,25003.0,42.45,-73.26,0.0,0.0,0.0,0.0,0.0,"130,284",0.908726764
2018,poweshiek,Human infections and non-human activity,1.0,0.0,0.0,iowa,19157.0,41.58,-92.52,0.0,0.0,0.0,0.0,1.0,"18,467",-0.114375455
2021,bureau,Non-human activity,,,,illinois,17011.0,41.37,-89.46,0.0,0.0,0.0,0.0,0.0,"32,883",0.932827329
2006,henrico,Non-human activity,,,,virginia,51087.0,36.71,-80.51,0.0,0.0,0.0,0.0,0.0,291460,0.915219019
2005,franklin,Non-human activity,,,,illinois,17055.0,38.0,-88.91,0.0,0.0,0.0,0.0,1.0,39587,0.589382603
2007,crittenden,Non-human activity,,,,arkansas,5035.0,35.2,-90.2,0.0,0.0,0.0,2.0,0.0,50438,0.84421908
2023,boone,Human infections,0.0,0.0,1.0,nebraska,31011.0,41.68,-98.0,,,,,,,
2013,kalamazoo,Non-human activity,,,,michigan,26077.0,42.27,-85.58,1.0,0.0,1.0,0.0,0.0,"257,311",0.934466264
2002,jefferson,Human infections and non-human activity,28.0,22.0,0.0,kentucky,21111.0,38.26,-85.75,32.0,38.0,70.0,0.0,10.0,,
2002,polk,Non-human activity,,,,tennessee,47139.0,35.17,-84.65,0.0,0.0,0.0,0.0,1.0,,
2013,wayne,Non-human activity,,,,nebraska,31179.0,42.23,-97.01,1.0,0.0,1.0,0.0,0.0,"9,441",0.248437606
2004,boyle,Non-human activity,,,,kentucky,21021.0,37.64,-84.77,0.0,1.0,1.0,0.0,0.0,27832,-0.109495611
2015,harrison,Human infections,0.0,0.0,1.0,missouri,29081.0,40.26,-94.02,,,,,,"8,622",-0.488238845
2006,lewis,Non-human activity,,,,new york,36049.0,43.78,-75.48,5.0,0.0,5.0,0.0,0.0,27001,0.246513621
2005,alamosa,Non-human activity,,,,colorado,8003.0,37.46,-105.87,0.0,0.0,0.0,0.0,0.0,15236,0.4811013
2009,berks,Non-human activity,,,,pennsylvania,42011.0,40.36,-75.94,1.0,0.0,1.0,0.0,1.0,409904,1.182395281
2016,anderson,Human infections and non-human activity,1.0,1.0,0.0,texas,48001.0,31.75,-95.64,0.0,0.0,0.0,0.0,1.0,"57,526",0.21526316
2017,wyandotte,Human infections,2.0,2.0,0.0,kansas,20209.0,39.12,-94.63,,,,,,"165,087",0.89981097
2012,grant,Human infections,3.0,3.0,0.0,louisiana,22043.0,31.59970368,-92.55952045,,,,,,"22,388",-0.002945571
2003,sumter,Non-human activity,,,,south carolina,45085.0,33.94,-80.39,3.0,0.0,3.0,0.0,0.0,105112,0.1785931
2006,fountain,Non-human activity,,,,indiana,18045.0,40.13,-87.39,0.0,0.0,0.0,0.0,0.0,17459,0.1508489
2006,fulton,Human infections and non-human activity,4.0,3.0,0.0,ohio,39051.0,41.55,-84.14,2.0,0.0,2.0,0.0,1.0,42785,0.642278136
2017,morgan,Non-human activity,,,,indiana,18109.0,39.42,-86.42,0.0,0.0,0.0,0.0,0.0,"69,793",0.826456136
2003,oscoda,Non-human activity,,,,michigan,26135.0,44.66,-84.14,1.0,0.0,1.0,0.0,0.0,9407,0.249065801
2003,bibb,Non-human activity,,,,alabama,1007.0,32.95,-87.13,0.0,0.0,0.0,0.0,1.0,21399,0.504184658
2003,poinsett,Non-human activity,,,,arkansas,5111.0,35.56,-90.72,3.0,0.0,3.0,0.0,0.0,25177,0.794595361
2021,sedgwick,Human infections,0.0,0.0,1.0,kansas,20173.0,37.68,-97.34,,,,,,"523,828",1.273786793
2014,montgomery,Human infections and non-human activity,1.0,1.0,0.0,maryland,24031.0,39.08,-77.15,0.0,0.0,0.0,5.0,0.0,"1,024,617",1.478463252
2002,big horn,Non-human activity,,,,montana,30003.0,45.7,-107.69,0.0,0.0,0.0,0.0,5.0,,
2002,gates,Non-human activity,,,,north carolina,37073.0,36.4,-76.75,2.0,1.0,3.0,0.0,1.0,,
2009,grant,Non-human activity,,,,indiana,18053.0,40.6,-85.63,0.0,0.0,0.0,0.0,0.0,70195,0.360501031
2017,graves,Non-human activity,,,,kentucky,21083.0,36.73,-88.64,0.0,0.0,0.0,0.0,1.0,"37,190",0.10194406
2006,lincoln,Non-human activity,,,,west virginia,54043.0,38.27,-82.1,0.0,1.0,1.0,0.0,0.0,22064,-1.055863121
2013,summit,Human infections,1.0,0.0,0.0,colorado,8117.0,39.5,-106.04,,,,,,"28,728",0.542512876
2018,jackson,Human infections,2.0,2.0,0.0,minnesota,27063.0,43.62,-94.98,,,,,,"9,895",0.288860471
2016,columbia,Human infections and non-human activity,2.0,2.0,0.0,arkansas,5027.0,33.27,-93.23,0.0,0.0,0.0,0.0,2.0,"24,026",0.552976622
2005,livingston,Non-human activity,,,,illinois,17105.0,40.87,-88.64,1.0,0.0,1.0,0.0,0.0,39062,0.417928505
2019,manatee,Non-human activity,,,,florida,12081.0,27.4,-82.47,,,,,,"403,253",0.643521564
2018,juneau,Non-human activity,,,,wisconsin,55057.0,43.8,-90.08,1.0,0.0,1.0,0.0,0.0,"26,593",0.27147672
2004,windham,Non-human activity,,,,connecticut,9015.0,41.71,-72.21,1.0,0.0,1.0,0.0,0.0,114316,0.824287939
2008,cass,Human infections,0.0,0.0,1.0,nebraska,31025.0,41.0,-95.89,0.0,0.0,0.0,0.0,0.0,25322,0.446876424
2007,york,Human infections and non-human activity,1.0,0.0,0.0,nebraska,31185.0,40.87,-97.59,2.0,0.0,2.0,0.0,0.0,14078,-0.335099577
2007,divide,Human infections,1.0,0.0,0.0,north dakota,38023.0,48.91,-103.29,,,,,,2041,-0.959998165
2013,rooks,Non-human activity,,,,kansas,20163.0,39.43,-99.27,0.0,0.0,0.0,0.0,1.0,"5,195",-0.693161558
2007,harrison,Non-human activity,,,,texas,48203.0,32.53,-94.35,0.0,0.0,0.0,0.0,1.0,63661,0.636736552
2010,lamb,Human infections,1.0,1.0,0.0,texas,48279.0,33.91,-102.33,,,,,,13977,-0.727063448
2018,montrose,Human infections and non-human activity,8.0,6.0,0.0,colorado,8085.0,38.49,-107.87,0.0,0.0,0.0,0.0,1.0,"42,206",1.700600005
2008,orleans,Human infections and non-human activity,2.0,2.0,0.0,louisiana,22071.0,30.0686437,-89.92812792,0.0,0.0,0.0,10.0,0.0,301842,1.15164191
2014,clay,Human infections,1.0,0.0,0.0,mississippi,28025.0,33.6,-88.64,0.0,0.0,0.0,0.0,0.0,"20,146",-0.105525358
2023,kewaunee,Human infections,1.0,1.0,0.0,wisconsin,55061.0,44.46,-87.51,,,,,,,
2019,tippecanoe,Non-human activity,,,,indiana,18157.0,40.42,-86.89,0.0,0.0,0.0,0.0,0.0,"195,732",1.191126764
2013,san diego,Non-human activity,,,,california,6073.0,32.71,-117.16,7.0,2.0,9.0,0.0,0.0,"3,209,768",3.673860844
2018,brown,Human infections and non-human activity,2.0,2.0,0.0,wisconsin,55009.0,44.48,-88.02,2.0,0.0,2.0,0.0,0.0,"263,165",0.727485867
2017,mchenry,Human infections and non-human activity,4.0,4.0,1.0,illinois,17111.0,42.31,-88.43,0.0,0.0,0.0,20.0,1.0,"307,815",1.151349402
2006,santa fe,Non-human activity,,,,new mexico,35049.0,35.74,-105.86,0.0,0.0,0.0,0.0,1.0,138786,2.436510189
2016,marshall,Human infections and non-human activity,3.0,2.0,0.0,minnesota,27089.0,48.19,-96.76,0.0,0.0,0.0,0.0,1.0,"9,369",-0.253448215
2015,marinette,Non-human activity,,,,wisconsin,55075.0,45.08,-87.62,1.0,0.0,1.0,0.0,0.0,"40,649",0.277525957
2002,pittsylvania,Non-human activity,,,,virginia,51143.0,36.81,-79.39,10.0,3.0,13.0,0.0,0.0,,
2018,miller,Human infections,1.0,0.0,0.0,arkansas,5091.0,33.45,-94.01,,,,,,"43,362",0.414093286
2002,harrison,Non-human activity,,,,west virginia,54033.0,39.28,-80.33,2.0,2.0,4.0,0.0,0.0,,
2023,dallas,Human infections and non-human activity,20.0,14.0,1.0,texas,48113.0,32.79,-96.8,,,,,,,
2003,lyman,Human infections and non-human activity,17.0,2.0,0.0,south dakota,46085.0,43.9,-99.86,0.0,1.0,1.0,0.0,1.0,3860,-0.874291552
2012,warren,Human infections,1.0,0.0,0.0,tennessee,47177.0,35.68,-85.77,,,,,,"39,744",0.538677762
2018,sawyer,Non-human activity,,,,wisconsin,55113.0,46.01,-91.48,1.0,0.0,1.0,0.0,0.0,"16,464",0.025061741
2004,fayette,Non-human activity,,,,texas,48149.0,29.9,-96.87,0.0,0.0,0.0,0.0,1.0,23107,0.271883
2020,boone,Non-human activity,,,,illinois,17007.0,42.25,-88.84,0.0,0.0,0.0,0.0,0.0,"53,326",0.63927467
2008,montour,Non-human activity,,,,pennsylvania,42093.0,40.96,-76.61,1.0,0.0,1.0,0.0,0.0,18090,0.86841487
2018,laramie,Human infections,1.0,0.0,0.0,wyoming,56021.0,41.14,-104.79,,,,,,"98,865",1.09247
2018,pottawattamie,Human infections,12.0,9.0,2.0,iowa,19155.0,41.24,-95.85,,,,,,"93,264",0.262577012
